"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"{8B5AD9D0-28B3-4FC6-AF97-05AD7C68D56B}";"Windows Shell Experience";"Windows Shell Experience";"@{Microsoft.Windows.ShellExperienceHost_10.0.19041.1320_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ShellExperienceHost/resources/PkgDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{5AC7FD09-C189-4840-B698-344B3FAD6D4A}";"Windows Search";"Search the web and Windows";"@{Microsoft.Windows.Search_1.14.2.19041_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Search/resources/PackageDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{9818A7B5-1FED-460B-AC57-699AADCF8B24}";"Windows Search";"Search the web and Windows";"@{Microsoft.Windows.Search_1.14.2.19041_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Search/resources/PackageDisplayName}";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{C947D4C3-81AE-495D-A9D5-9EF4213C3C4F}";"Microsoft Edge";"Microsoft Edge";"Microsoft Edge";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-3624051433-2125758914-1423191267-1740899205-1073925389-3782572162-737981194";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{F76E954D-80B3-48D3-8293-C05687B680F6}";"Microsoft Edge";"Microsoft Edge";"Microsoft Edge";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-3624051433-2125758914-1423191267-1740899205-1073925389-3782572162-737981194";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{D832A248-4D99-49CB-A400-187E776FCF45}";"Microsoft Content";"Microsoft Content";"@{Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ContentDeliveryManager/resources/AppDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-350187224-1905355452-1037786396-3028148496-2624191407-3283318427-1255436723";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{1785102F-D98D-4CF1-8C7E-9C4C46ACCF15}";"Windows Default Lock Screen";"Windows Default Lock Screen";"@{Microsoft.LockApp_10.0.19041.1023_neutral__cw5n1h2txyewy?ms-resource://Microsoft.LockApp/resources/AppDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-2758101530-1321080646-1475665648-4066602542-2880396197-3643791541-2654759312";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{5B1477D1-7011-4CE3-90E7-C912CE5B8679}";"Xbox Game UI";"Xbox Game UI";"@{Microsoft.XboxGameCallableUI_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.XboxGameCallableUI/resources/PkgDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-957941444-2271171641-4049211970-804197638-2225746618-2474488012-4131196493";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{AE24C7D7-3A73-4A75-88E9-A33907DC48FB}";"Windows Security";"Windows Security";"@{Microsoft.Windows.SecHealthUI_10.0.19041.1023_neutral__cw5n1h2txyewy?ms-resource://Microsoft.Windows.SecHealthUI/resources/PackageDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-2668987081-2569674137-3179742174-4270009011-3803107086-2981642713-3349210623";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{5C98E8ED-A7DA-466C-8AB8-C75E97EE7830}";"NcsiUwpApp";"NcsiUwpApp";"NcsiUwpApp";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-138780814-3997110584-2874353029-2041838810-3659441231-3169655024-3643974355";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{967294A2-B14C-49B8-8ADD-8C522EB7A3F6}";"Windows Shell Experience";"Windows Shell Experience";"@{Microsoft.Windows.PeopleExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.PeopleExperienceHost/resources/PkgDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-3911328773-608413955-1309177842-678056087-3306350038-3682494511-2300153425";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{9091FF67-8B2D-4786-8666-3E360EC53BD9}";"Microsoft family features";"Microsoft family features";"@{Microsoft.Windows.ParentalControls_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.ParentalControls/resources/DisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-3072599432-1607568789-957273504-856596282-71567818-1546726304-1084662928";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{C0F3F5F6-C559-4142-A443-AD95948228F6}";"Narrator";"Narrator Home";"@{Microsoft.Windows.NarratorQuickStart_10.0.19041.1023_neutral_neutral_8wekyb3d8bbwe?ms-resource://Microsoft.Windows.NarratorQuickStart/Resources/AppDisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-577703620-721806600-2575725278-1938300505-2177978512-2240326487-1220425747";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{F62A2C7E-74A5-447C-AAE2-6F2B5BE3D5CE}";"Windows Defender SmartScreen";"Windows Defender SmartScreen";"@{Microsoft.Windows.Apprep.ChxApp_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy?ms-resource://Microsoft.Windows.Apprep.ChxApp/resources/DisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-1255970798-2717750985-493741290-1721212560-3530798636-1829112236-3118580706";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{5078265A-EDF6-45E8-B6FA-4658120D61C1}";"Desktop App Web Viewer";"Desktop App Web Viewer";"@{Microsoft.Win32WebViewHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-1310292540-1029022339-4008023048-2190398717-53961996-4257829345-603366646";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{F8CBA454-D258-41B8-85DB-AD849AE0FABB}";"Desktop App Web Viewer";"Desktop App Web Viewer";"@{Microsoft.Win32WebViewHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy?ms-resource://Windows.Win32WebViewHost/resources/DisplayName}";"True";"Domain, Private, Public";"6.2+";"Inbound";"Allow";"Allow";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-1310292540-1029022339-4008023048-2190398717-53961996-4257829345-603366646";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{CD7CB731-44A5-4AF4-9669-6FF8C31E1666}";"Email and accounts";"Email and accounts";"@{Microsoft.AccountsControl_10.0.19041.1023_neutral__cw5n1h2txyewy?ms-resource://Microsoft.AccountsControl/Resources/DisplayName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-969871995-3242822759-583047763-1618006129-3578262429-3647035748-2471858633";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{22C94DA0-FE05-46F3-B608-D29EA1CD3FA7}";"Microsoft Pay";"Microsoft Pay";"Microsoft Pay";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-567501097-281763132-502764112-1855211022-3143306454-2372101908-561929011";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"OpenSSH-Server-In-TCP";"OpenSSH SSH Server (sshd)";"Inbound rule for OpenSSH SSH Server (sshd)";"OpenSSH Server";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"22";"Any";"Any";"Any";"%SystemRoot%\system32\OpenSSH\sshd.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{49D90CF0-DC4E-46FD-AB58-054B658924B7}";"MariaDB 10.6 (x64)";;;"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"Any";"Any";"Any";"Any";"Any";"%ProgramFiles%\MariaDB 10.6\bin\mysqld.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{1CA797AE-0E56-4EE1-BEB5-9A80BE5C123F}";"Paint 3D";"Paint 3D";"@{Microsoft.MSPaint_6.2105.4017.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MSPaint/resources/AppName}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-4080526894-3737875801-2191701479-3029442028-1595523745-40875543-2485833908";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{FEA238DA-A087-4595-B95B-DC54F6995EBE}";"Google Chrome (mDNS-In)";"Règle de trafic entrant pour Google Chrome autorisant le trafic mDNS";"Google Chrome";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"5353";"Any";"Any";"Any";"%ProgramFiles%\Google\Chrome\Application\chrome.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{02E64A58-70D8-4A7F-A252-7ABE5B424A98}";"Cortana";"Cortana";"Cortana";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-1880626798-2296700190-2192216202-2581987570-949377748-777141861-2889999867";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{191DDC59-1248-448D-8FB5-1026FFA018C2}";"Cortana";"Cortana";"Cortana";"True";"Domain, Private, Public";"6.2+";"Inbound";"Allow";"Allow";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-1880626798-2296700190-2192216202-2581987570-949377748-777141861-2889999867";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{9AF83BD8-3FCA-47A1-8DE4-983775A817E2}";"Visual Studio 2015 Remote Debugger Discovery (devenv.exe)";"Inbound rule to allow Visual Studio to discover remote debuggers running on the local network [UDP 3702]";;"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%ProgramFiles(x86)%\Microsoft Visual Studio 14.0\Common7\IDE\devenv.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{99DC5985-B64C-4CDD-8B5B-51CCFC29233E}";"Windows Feature Experience Pack";"Windows Feature Experience Pack";"Windows Feature Experience Pack";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-283421221-3183566570-1718213290-751554359-3541592344-2312209569-3374928651";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{99CFB444-EB3A-4CB1-B140-FB90D2DE6883}";"BitComet.exe";;;"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\BitComet\BitComet.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{18807FC3-3BC1-4345-A4C0-4BE6AAFA810F}";"BitComet.exe";;;"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\BitComet\BitComet.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{EA32292E-9AE7-4772-8900-47DDD3FA6002}";"BitComet.exe";;;"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\BitComet\BitComet.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{34081D0A-4540-4283-8B0A-FFC19FF2538C}";"BitComet.exe";;;"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\BitComet\BitComet.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{12BBA11E-151F-4BC1-99D0-375C3BB8C436}";"Service Bonjour";;;"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Bonjour\mDNSResponder.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{7E197AA9-4B48-4917-9C0C-5C05FDE89E96}";"Service Bonjour";;;"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Bonjour\mDNSResponder.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{C546065C-686A-4681-B167-889AD7E23FB0}";"Service Bonjour";;;"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles(x86)%\Bonjour\mDNSResponder.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{EA755E2A-C95B-48F8-AABF-B1FFFEE72886}";"Service Bonjour";;;"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles(x86)%\Bonjour\mDNSResponder.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{4118697F-68BF-4793-A7DB-BD4D5A37B5E5}";"iTunes.MSI";;;"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"Any";"Any";"Any";"Any";"Any";"%ProgramFiles%\iTunes\iTunes.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-WMI-RPCSS-In-TCP-NoScope";"Hyper-V – WMI (DCOM entrant)";"Règle de trafic entrant pour qu’Hyper-V autorise la gestion WMI via DCOM. [TCP 135]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-WMI-WINMGMT-In-TCP-NoScope";"Hyper-V – WMI (TCP entrant)";"Règle de trafic entrant pour qu’Hyper-V autorise le trafic WMI à distance. [TCP]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"winmgmt";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-WMI-WINMGMT-Out-TCP-NoScope";"Hyper-V – WMI (TCP sortant)";"Règle de trafic sortant pour qu’Hyper-V autorise le trafic WMI à distance. [TCP]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"winmgmt";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-WMI-ASYNC-In-TCP-NoScope";"Hyper-V – WMI (Async entrant)";"Règle de trafic entrant pour qu’Hyper-V autorise le trafic WMI asynchrone. [TCP]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\wbem\unsecapp.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-VMMS-RPC-EPMAP-In-NoScope";"Hyper-V (RPC-EPMAP)";"Règle de trafic entrant pour que le service RPCSS autorise le trafic RPC/TCP pour Hyper-V.";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-VMMS-RPC-In-NoScope";"Hyper-V (RPC)";"Règle de trafic entrant pour qu’Hyper-V autorise la gestion à distance via RPC/TCP.";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-MIGL-In-TCP-NoScope";"Hyper-V (MIG-TCP entrant)";"Règle de trafic entrant pour qu’Hyper-V autorise le basculement planifié des ordinateurs virtuels. [TCP 6600]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"6600";"Any";"Any";"Any";"%SystemRoot%\system32\vmms.exe";;"vmms";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-REMOTEDESKTOP-In-TCP-NoScope";"Hyper-V (REMOTE_DESKTOP_TCP_IN)";"Règle de trafic entrant pour qu’Hyper-V autorise la connexion distante à l’ordinateur virtuel. [TCP 2179]";"@%systemroot%\system32\vmms.exe,-210";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"2179";"Any";"Any";"Any";"%SystemRoot%\system32\vmms.exe";;"vmms";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-HVRHTTPL-In-TCP-NoScope";"Écouteur HTTP de réplica Hyper-V (Tcp-In)";"Règle entrante qui permet à l’écouteur de réplica Hyper-V d’accepter une connexion HTTP à des fins de réplication. [TCP]";"@%systemroot%\system32\vmms.exe,-251";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"80";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRT-HVRHTTPSL-In-TCP-NoScope";"Écouteur HTTPS de réplica Hyper-V (TCP-In)";"Règle entrante qui permet à l’écouteur de réplica Hyper-V d’accepter une connexion HTTPS à des fins de réplication. [TCP]";"@%systemroot%\system32\vmms.exe,-253";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"443";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRTCL-WMI-RPCSS-In-TCP-NoScope";"Clients de gestion Microsoft Hyper-V - WMI (DCOM-In)";"Règle entrante pour les clients de gestion Microsoft Hyper-V autorisant la gestion WMI via DCOM. [TCP 135]";"@FirewallAPI.dll,-60201";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRTCL-WMI-WINMGMT-In-TCP-NoScope";"Clients de gestion Microsoft Hyper-V - WMI (TCP-In)";"Règle entrante pour les clients de gestion Microsoft Hyper-V autorisant le trafic WMI distant. [TCP]";"@FirewallAPI.dll,-60201";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"winmgmt";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRTCL-WMI-WINMGMT-Out-TCP-NoScope";"Clients de gestion Microsoft Hyper-V - WMI (TCP-Out)";"Règle sortante pour les clients de gestion Microsoft Hyper-V autorisant le trafic WMI distant. [TCP]";"@FirewallAPI.dll,-60201";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"winmgmt";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"VIRTCL-WMI-ASYNC-In-TCP-NoScope";"Clients de gestion Microsoft Hyper-V - WMI (Async-In)";"Règle entrante pour les clients de gestion Microsoft Hyper-V autorisant le trafic WMI asynchrone. [TCP]";"@FirewallAPI.dll,-60201";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\wbem\unsecapp.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TCP Query User{C10F503F-FC30-4FB4-9036-843E7A203518}C:\projects\dejainsight.public\bin\x64\dejalauncher.exe";"Deja Launcher";"Deja Launcher";;"True";"Private, Public";"";"Inbound";"Allow";"DeferToUser";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"C:\projects\dejainsight.public\bin\x64\dejalauncher.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"UDP Query User{5865C83D-2DF6-4B4E-B04B-CACFE726888C}C:\projects\dejainsight.public\bin\x64\dejalauncher.exe";"Deja Launcher";"Deja Launcher";;"True";"Private, Public";"";"Inbound";"Allow";"DeferToUser";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"C:\projects\dejainsight.public\bin\x64\dejalauncher.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{5B491C7A-899A-4DA0-BD1E-04245F723AFF}";"Print 3D";"Print 3D";"Print 3D";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-4177018473-2823706547-3652141868-2730301309-560159678-43221128-488844051";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{2B11BDE4-1D40-4340-AA19-0D0A52F15A97}";"Print 3D";"Print 3D";"Print 3D";"True";"Domain, Private";"6.2+";"Inbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-4177018473-2823706547-3652141868-2730301309-560159678-43221128-488844051";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{1F824BD6-2A60-4E4F-BE09-B67A284B5D40}";"Xbox TCUI";"Xbox TCUI";"Xbox TCUI";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-2603511428-3224021693-1028932517-3941269705-3349582775-2312504883-4057327947";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"{3494DA66-4D68-4986-A317-1A41A00951D4}";"Xbox Console Companion";"Xbox Console Companion";"@{Microsoft.XboxApp_48.78.15001.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.XboxApp/XboxApp.Resource/Resources/App_Title}";"True";"Domain, Private, Public";"6.2+";"Outbound";"Allow";"Block";"False";"False";"S-1-5-21-1782791230-1887111140-533732638-1001";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"Any";"S-1-15-2-4153522205-3718366397-1353898457-1332184198-1210887116-3116787857-2103916698";"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
